ProductID,ProductName,Category,Subcategory,Brand,CostPrice,SellingPrice,Rating
P00305,Cresta Footwear T951,Fashion,Footwear,Cresta,988.36,1843.02,4.9
P00306,Nova Bags U851,Fashion,Bags,Nova,1240.86,2227.03,3.3
P00307,UrbanPeak Makeup V138,Beauty,Makeup,UrbanPeak,741.65,886.79,4.1
P00308,Solace Storage W716,Home & Kitchen,Storage,Solace,5175.76,8701.51,3.2
P00309,MintLeaf Kitchen Appliances X965,Appliances,Kitchen Appliances,MintLeaf,3343.11,5837.87,3.7
P00310,Vistara Fiction Y569,Books,Fiction,Vistara,461.90,786.13,4.8
P00311,Vertex Academic Z64,Books,Academic,Vertex,342.95,453.71,4.1
P00312,PrimeNest Women Clothing A823,Appliance,Women Clothing,PrimeNest,1191.10,2235.48,3.8
P00313,UrbanPeak Laptops B755,Electronics,Laptops,UrbanPeak,4226.70,5264.32,4.2
P00314,Rivon Bags C596,Fashion,Bags,Rivon,1053.33,1772.12,5.0
P00315,Zenix Footwear D246,Fashion,Footwear,Zenix,2511.23,4364.32,3.7
P00316,PrimeNest Hair Care E939,Beauty,Hair Care,PrimeNest,1134.20,2151.11,3.8
P00317,Zenix Accessories F488,Electronics,Accessories,Zenix,14284.34,28661.90,4.8
P00318,Vertex Yoga G143,Sports & Fitness,Yoga,Vertex,1203.01,1999.49,3.6
P00319,Solace Laptops H589,Electronics,Laptops,Solace,12646.23,17845.75,4.5
P00320,Zenova Accessories I373,Electronics,Accessories,Zenova,3723.60,4529.06,4.1
P00321,BlueArc Business J531,Books,Business,BlueArc,310.27,570.60,4.3
P00322,Mira Makeup K823,Beauty,Makeup,Mira ,613.97,1194.32,3.8
P00323,Rivon Men Clothing L689,Fashion,Men Clothing,Rivon,798.23,1180.10,3.6
P00324,Orbito Women Clothing M327,Fashion,Women Clothing,Orbito,1090.20,1499.20,4.2
P00325,Mira Packaged Food N29,Grocery,Packaged Food,Mira,154.76,221.86,3.4
P00326,BlueArc Footwear O812,Home and Kitchen,Footwear,BlueArc,1528.15,2171.16,3.7
P00327,PrimeNest Cleaning P326,Appliances,Cleaning,PrimeNest,8613.81,15595.31,4.2
P00328,PrimeNest Accessories Q253,Electronics,Accessories,PrimeNest,6126.45,9883.98,4.4
P00329,UrbanPeak Academic R829,Appliance,Academic,UrbanPeak,661.09,1346.40,4.5 
P00330,Luma Smartphones S479,sports,Smartphones,Luma,8704.05,11660.45,3.9
P00331,Nova Accessories T751,Electronics,Accessories,Nova,7996.55,16246.63,4.2
P00332,UrbanPeak Accessories U93,Electronics,Accessories,UrbanPeak,3439.60,6418.26,0
P00333,Vertex Children V492,Books,Children,Vertex,208.09,371.78,4.5
P00334,Echo Business W746,Books,Business,Echo,330.97,578.86,4.7
P00335,Nexa Furniture X932,Home & Kitchen,Furniture,Nexa,free,5110.52,3.5
P00336,Altura Cooling Y204,Appliances,Cooling,Altura,8271.45,15678.65,4.3
P00337,Vertex Home Decor Z676,Home & Kitchen,Home Decor,Vertex,990.48,1300.19,3.8
P00338,Vistara Makeup A327,Beauty,MAKEUP,Vistara,890.45,"₹1,235.98",4.3
P00339,Luma Breakfast B626,Grocery,Breakfast,Luma,353.69,690.80,4.0
P00340,Cresta Hair Care C545,Beauty,Hair Care,Cresta,658.90,821.62,4.0
P00341,Orbito Personal Care D650,Beauty,Personal Care,Orbito,757.78,968.28,3.5
P00342,BlueArc Furniture E654,Home & Kitchen,Furniture,BlueArc,3400.96,6637.73,4.2
P00343,PrimeNest Outdoor F801,Sports & Fitness,Outdoor,PrimeNest,1272.08,1995.84,3.8
P00344,BlueArc Men Clothing G808,FASHION,Men Clothing,BlueArc,784.63,965.95,4.9
P00345,,Grocery,Snacks,UrbanPeak,385.89,534.22,3.8
P00346,Zenova Small Appliances I230,Appliances,small appliances,Zenova ,3958.68,5741.37,3.2
P00347, UrbanPeak Footwear J533,Fashion,Footwear,UrbanPeak,938.76,1892.70,2.9
P00348,Vistara Storage K440,Home & Kitchen,Storage,Vistara,2059.63,4161.04,4.4
P00349,Nova Cooling L146,Appliances,Cooling,Nova,3863.30,7800.70,4.4
P00350,Luma Women Clothing M263,Fashion,Women Clothing,LUMA,505.86,795.47,3.4
P00351,UrbanPeak Storage N528,Home & Kitchen,Storage,UrbanPeak,2132.83,3412.78,4.4
P00352,BlueArc Small Appliances O688,Appliances,Small Appliances,BlueArc,7320.58,11996.94,4.4
P00353,Luma-Women-Clothing-P979,Fashion,Women Clothing,Luma,1724.04,2280.14,4.3
P00354,PrimeNest Accessories Q625,Electronics,Accessories,PrimeNest,14039.04,26222.34,4.3
P00355,Echo Staples R900,Grocery,Staples,Echo,411.79,647.72,N/A
P00356,Echo Footwear S173,Fashion,Footwear,Echo,754.21,1412.97,4.8
P00357,Vertex Cooling T62,Appliances,Cooling,Vertex,4643.70,8559.55,3.3
P00358,Mira Cookware U58,Home & Kitchen,Cookware,Mira,2720.62,4266.59,4.1
P00359,Echo Home Decor V760,Home & Kitchen,Home Decor,Echo,1474.35,2239.20,4.0
P00360,Echo Watches W499,Fashion,Watches,Echo,-250.00,1533.88,3.8
P00361,Rivon Beverages X147,Grocery,Beverages,Rivon,345.16,454.81,4.5
P00362, Zenix Furniture Y427,Home & Kitchen,Furniture,Zenix,2439.98,3144.49,4.5
P00363,Vertex Fitness Equipment Z253,Sports & Fitness,Fitness Equipment,Vertex,2788.31,4615.97,3.3
P00364,UrbanPeak Footwear A551,Fashion,Footwear,UrbanPeak,2010.27,2424.94,3.6
P00365,UrbanPeak Women Clothing B913,Fashion,Women Clothing,UrbanPeak,644.20,762.53,4.0
P00366,Luma Breakfast C304,Grocery,breakfast,Luma,196.43,256.03,3.8
P00367,Kairo Breakfast D248,Grocery,Breakfast,Kairo,492.04,849.95,3.3
P00368,Mira Women Clothing E733,Fashion,,Mira,2673.01,3486.60,3.5
P00369,Altura Skin Care F171,Beauty,Skin Care,Altura,780.96,1615.59,4.0
P00370,Echo Personal Care G906,Beauty,Personal Care,Echo,703.17,1468.98,3.8
P00371,Nexa Fitness Equipment H299,Sports & Fitness,Fitness Equipment,Nexa,2037.90,3043.05,3.0
P00372,Vistara Accessories I19,Electronics,Accessories,Vistara,11613.13,17725.81,4.2
P00373,Nova Headphones J367,Electronics,Headphones,Nova,6875.01,9603.25,4.4
P00374,Orbito Staples K971,,Staples,Orbito,373.38,550.33,4.6
P00375,Rivon-Cooling-L285,Appliances,Cooling,Rivon,,6864.18,2.8
P00376,zenix bedding m562,Home & Kitchen,Bedding,Zenix,5546.25,7541.56,-1
P00377,Zenova Home Decor N871,Electrnics,Home Decor,Zenova ,1283.55,2242.22,3.4
P00378,MintLeaf Personal Care O573,Beauty,Personal Care,MintLeaf,537.92,1086.55,4.5
P00379,Cresta Accessories P162,Electronics,Accessories,Cresta,5376.36,8169.78,4.2
P00380,Echo Storage Q977,Home & Kitchen,Storage,Echo,2105.48,4003.24,4.0
P00381,Solace Bags R52,Fashion,,Solace,846.28,1577.25,5.0
P00382,Nexa Furniture S778,Home & Kitchen,Furniture,Nexa,2039.32,2626.85,4.1
P00383,UrbanPeak Fragrance T713,Beauty,Fragrance,UrbanPeak,1005.13,1515.51,3.6
P00384,Kairo Footwear U964,Fashion,Footwear,Kairo,868.99,1120.46,4.2
P00385,Aster Furniture V669,Home & Kitchen,Furniture,Aster,1736.77,3266.60,4.2
P00386,Cresta Smart Watches W575,Electronics,Smart Watches,Cresta,2960.57,4619.87,4.1
P00387,Vistara Storage X478,Home & Kitchen,Storage,vistara,1063.82,2115.71,3.0
P00388,Vistara Laptops Y606,Electronics,Laptops,Vistara,6132.30,10699.40,4.6
P00389,nova home decor z305,Home & Kitchen,Home Decor,Nova ,2172.62,3214.58,4.1
P00390,UrbanPeak Smart Watches A951,Electronics,Smart Watches,UrbanPeak,7430.41,11281.91,4.3
P00391,Rivon Smart Watches B247,Electronics,Smart Watches,Rivon,5169.53,9487.69,4.2
P00392,Rivon Breakfast C539,Grocery,Breakfast,Rivon,296.28,436.26,4.0
P00393,PrimeNest Business D751,Books,Business,PrimeNest,325.84,505.36,4.5
P00394,Luma Bags E413,Fashion,Bags,Luma,504.60,818.60,4.2
P00395,BlueArc Bags F534,Fashion,Bags,BlueArc,1130.75,1873.70,4.5
P00396,Cresta Home Decor G460,Home & Kitchen,Home Decor,Cresta,3483.89,0,3.8
P00397,Altura Sportswear H479,Sports & Fitness,Sportswear,Altura,3086.53,4557.40,4.1
P00398,UrbanPeak Bedding I256,Home & Kitchen,Bedding,URBANPEAK,5449.31,9589.90,4.9
P00399,BlueArc Smart Watches J115,Electronics,Smart Watches ,BlueArc,5273.68,8645.09,3.6
P00400,Aster Hair Care K609,Beauty,Hair Care,Aster,0,2260.16,3.5
P00401,Orbito Women Clothing L640,Fashion,Women Clothing,Orbito,1329.75,2285.28,five
P00402,Mira Academic M608,Books,Academic,Mira,750.75,1130.40,4.0
P00403,UrbanPeak Academic N218,Books,Academic,UrbanPeak,374.90,651.69,3.3
P00404,PrimeNest Skin Care O110,Beauty,skin care,PrimeNest,259.79,480.63,five
P00405,Orbito Skin Care P65,Beauty,Skin Care,Orbito,561.92,792.55,4.1
P00406,Vistara Personal Care Q566,Beauty,Personal Care,UnknownBrand,809.12,1439.75,3.9
P00407,Nova Cleaning R591,Appliances,Cleaning,Nova,1734.95,2486.77,3.8
P00408,Cresta Children S915,Books,Children,Cresta,361.63,598.07,4.5 
P00409,UrbanPeak Footwear T589,Fashion,Footwear,UrbanPeak,2284.92,3783.91,4.3
P00410,KAIRO SNACKS U915,Grocery,Snacks,Kairo,638.21,1307.42,4.5
P00411,MintLeaf Furniture V449,Home & Kitchen,Furniture,,2002.51,2571.89,4.3
P00412,Kairo Sportswear W919,Sports & Fitness,Sportswear,Kairo,834.93,1250.80,3.4
P00413,Mira Smart Watches X86,Electronics,Smart Watches,Mira,18012.73,27581.39,3.3
P00414,UrbanPeak Nutrition Accessories Y377,Sports & Fitness,Nutrition Accessories,UrbanPeak,3572.45,5504.81,4.5
P00415,Vistara Home Decor Z121,Home & Kitchen,Home Decor,Vistara,1054.89,2063.78,3.7
P00416,UrbanPeak Packaged Food A104,Grocery,Packaged Food,UrbanPeak,527.41,699.62,3.5
P00417,Echo Non-Fiction B455,Books,Non-Fiction,Echo,411.29,678.15,3.5
P00418,Orbito Packaged Food C946,Grocery,Packaged Food,Orbito,174.95,265.08,0
P00419,Vistara Yoga D938,Sports & Fitness,Yoga,Vistara ,1721.43,2924.60,3.5
P00420,Zenix Cookware E914,Home & Kitchen,Cookware,Zenix,2402.97,3069.81,4.5 
P00421,Vistara Beverages F698,electronics,Beverages,Vistara,375.37,0,4.0
P00422,Zenix Watches G402,sports,Watches,Zenix,2269.77,4421.45,4.8
P00423,Altura Bedding H164,Home & Kitchen,bedding,Altura,2321.54,4034.65,4.0
P00424,Aster Cleaning I642,Appliances,Cleaning,Aster,3837.79,5783.87,4.2
P00425,Rivon Watches J679,Fashion,Watches,Rivon,1040.37,1300.06,4.4
P00426,cresta headphones k670,Electronics,Headphones,Cresta,7882.49,15997.59,4.5
P00427,Rivon Smart Watches L289,Electronics,Smart Watches,,16151.38,26263.37,3.9
P00428,Rivon Smart Watches M981,Electronics,Smart Watches,Rivon,3877.37,7341.92,4.4
P00429,Altura Watches N223,Fashion,Watches,Altura,925.93,N/A,3.4
P00430,Mira Smartphones O666,Electronics,Smartphones,Mira,21827.18,32630.41,3.8
P00431,BlueArc Cleaning P294,Appliances,Cleaning,BlueArc,2677.01,5083.24,4.0
P00432,PrimeNest Snacks Q418,Grocery,Snacks,PrimeNest,187.11,280.07,3.2
P00433,Kairo Kitchen Appliances R883,Appliances,,Kairo,10326.09,14481.88,3.3
P00434,Aster Hair Care S881,Beauty,Hair Care,Aster,962.18,1619.71,3.9
P00435,UrbanPeak Non-Fiction T612,Books,Non-Fiction,UrbanPeak,466.48,731.41,3.9
P00436,Solace Academic U773,Books,Academic,Solace,549.97,-499.00,5.0
P00437,UrbanPeak Cookware V363,Home & Kitchen,Cookware,UrbanPeak,1352.70,1923.86,4.0
P00438,Vertex Laptops W281,Electronics,Laptops,Vertex ,5812.46,8557.23,3.4
P00439,UrbanPeak Cooling X635,Appliances,Cooling,UrbanPeak,3232.43,4374.85,4.9
P00440,Altura Headphones Y142,Electronics,Headphones,Altura,4979.87,6233.94,4.0
P00441,Echo Men Clothing Z707 ,Fashion,Men Clothing,Echo,1254.65,1867.67,3.6
P00442,Zenix Headphones A218,Electronics,Headphones,Zenix,5155.28,9114.26,
P00443,Solace Kitchen Appliances B958,Appliances,Kitchen Appliances,Solace,4728.11,9755.76,3.8
P00444,Mira Bags C524,Fashion,Bags,Mira,1310.66,1907.59,3.8
P00445,Orbito Watches D969,Fashion,Watches,Orbito,1127.89,1910.81,4.0
P00446,Mira Snacks E512,Grocery,Snacks,Mira,174.89,265.05,3.8
P00447,Echo Storage F257,Home & Kitchen,Storage ,Echo,2488.62,3739.18,2.9
P00448,Nova Business G931,Books,Business,Nova,452.40,801.33,five
P00449,BlueArc Storage H226,Home & Kitchen,Storage,BlueArc,3110.44,4304.04,4.1
P00450,Mira Watches I578,Fashion,Watches,Mira,1468.44,2424.65,6.2
P00451,Vertex Footwear J199,,Footwear,Vertex,2232.66,2974.58,
P00452,Nexa Non-Fiction K430,Books,Non-Fiction,Nexa,552.40,766.27,4.0
P00453,Kairo Men Clothing L573,Fashion,Men Clothing,Kairo,1110.44,1410.09,3.9
P00454,Altura Men Clothing M709,Fashion,Men Clothing,Altura,955.45,1971.27,4.6
P00455,PRIMENEST NUTRITION ACCESSORIES N288,sports,Nutrition Accessories,PrimeNest,871.30,1464.64,3.6
P00456,Orbito Watches O115,Fashion,Watches,Orbito,541.64,893.21,4.4
P00457,Echo Storage P44,Home & Kitchen,Storage,Echo,2480.16,4679.22,
P00458,Echo Cooling Q552,Appliances,Cooling,Echo,-250.00,13347.70,3.9
P00459, Rivon Personal Care R142,Beauty,Personal Care,Rivon,650.44,1258.22,4.8
P00460,Zenix Hair Care S590,Beauty,Hair Care,Zenix,948.04,1857.89,3.3
P00461,Vistara Smart Watches T668,Electronics,Smart Watches,Vistara,5828.90,7392.98,
P00462,Solace Sportswear U935,Sports & Fitness,Sportswear,Solace,1455.94,1977.46,4.5
P00463,Zenova Staples V194,Grocery,Staples,Zenova,481.86,842.92,3.3
P00464,Mira Snacks W187,Grocery,Snacks,Mira,152.43,301.69,4.7
P00465,Cresta Academic X296,Books,Academic,Cresta,498.63,635.49,4.7
P00466,Vistara Cookware Y121,Home & Kitchen,Cookware,Vistara,2200.43,3412.09,4.5
P00467,Vistara Women Clothing Z354,Fashion,Women Clothing,Vistara,1129.17,1960.45,4.9
P00468,zenix furniture a56,Home & Kitchen,Furniture,Zenix,708.43,983.13,4.4
P00469,Nexa Cleaning B527,Appliances,Cleaning,Nexa,4152.12,6372.67,5.0
P00470,Nexa Business C296,Books,Business,Nexa,1091.85,2186.36,3.9
P00471,Vertex Children D794,Books,Children,Vertex,783.97,1631.39,3.6
P00472,Nexa Smart Watches E479,Electronics,Smart Watches,Nexa,9216.42,17741.69,4.3
P00473,Vistara Furniture F81,Home & Kitchen,Furniture,Vistara,2720.50,3331.94,3.7
P00474,Cresta Men Clothing G835,Fashion,Men Clothing,Cresta,790.46,1216.25,0
P00475,Echo Fitness Equipment H599,Sports & Fitness,Fitness Equipment,Echo,2053.11,2773.29,4.9
P00476,Nexa Cleaning I23,Appliances,Cleaning,Nexa,2578.12,4243.36,4.0
P00477,BlueArc Nutrition Accessories J413,Sports & Fitness,Nutrition Accessories,BlueArc,1888.26,3095.59,4.9
P00478,Altura Bags K140,Fashion,Bags,Altura,2932.60,5888.23,4.0
P00479,Nova Storage L804,Home & Kitchen,Storage,Nova,2088.03,4118.47,4.2
P00480,Echo Footwear M820,Fashion,Footwear,Echo,2648.95,5158.99,3.6
P00481,Nexa Headphones N781,Electronics,Headphones,Nexa,8969.64,11930.53,0
P00482,PrimeNest Skin Care O476,Beauty,Skin Care,PrimeNest,369.77,750.30,4.4
P00483,Aster Breakfast P984,Grocery,Breakfast,Aster,729.62,1283.30,3.1
P00484,UrbanPeak Headphones Q956,Electronics,Headphones,UrbanPeak,16021.83,30922.05,4.1
P00485,Rivon Smart Watches R727,Electronics,Smart Watches,Rivon,13375.88,26503.32,3.9
P00486,Zenova Makeup S358,Beauty,Makeup,Zenova,1098.99,1871.74,4.4
P00487,Kairo Skin Care T933,Beauty,Skin Care,Kairo,1266.78,1742.66,3.8
P00488,BlueArc Skin Care U80,Beauty,Skin Care,BlueArc,532.07,660.41,3.9
P00489,Altura Men Clothing V495,Fashion,Men Clothing,Altura,1166.09,2423.25,4.8
P00490,BlueArc Fragrance W455,Beauty,Fragrance,BlueArc,"₹1,444.80",2026.49,3.8
P00491,PrimeNest Bedding X334,Home & Kitchen,Bedding,PrimeNest,2461.99,4343.57,4.0
P00492,Luma Yoga Y41,Sports & Fitness,Yoga,Luma,1602.41,2947.87,3.7
P00493,UrbanPeak Business Z139,Books,Business,UrbanPeak,318.77,513.55,4.1
P00494,Vistara Fragrance A142,Beauty,Fragrance,Vistara,1349.65,1724.99,4.0
P00495,Zenix Watches B338,Fashion,Watches,Zenix,943.99,1359.96,3.6
P00496,PrimeNest Hair Care C118,Beauty,Hair Care,PrimeNest,707.26,1412.28,5.0
P00497,BlueArc Bags D973,Fashion,Bags,BlueArc,1431.38,2830.82,4.6
P00498,MintLeaf Packaged Food E155,Grocery,Packaged Food,MintLeaf,0,476.67,4.1
P00499,PrimeNest Footwear F257,Fashion,Footwear,PrimeNest,1370.25,2117.58,3.5
P00500,Solace Home Decor G773,Home & Kitchen,Home Decor,Solace,3068.14,4205.65,3.2
P00501,Orbito Non-Fiction H743,,Non-Fiction,Orbito,380.69,559.78,4.4
P00502,BlueArc Home Decor I958,Home & Kitchen,Home Decor,BlueArc,3120.82,5428.67,4.7
P00503,Mira Headphones J823,Electronics,Headphones,Mira,8494.23,12784.15,4.4
P00504,MintLeaf Footwear K756,Fashion,Footwear,MintLeaf,1716.92,2549.30,4.0
P00505,Mira Furniture L67,Home & Kitchen,Furniture,Mira,4187.63,6845.13,3.9
P00506,MintLeaf Cooling M86,Appliances,Cooling,MintLeaf,7213.62,14419.60,3.9
P00507,Rivon Accessories N702,Electronics,Accessories,Rivon,8103.00,12238.91,3.7
P00508,Zenova Skin Care O411,Beauty,Skin Care,Zenova,1003.65,2103.46,4.8
P00509,Cresta Women Clothing P401,Fashion,Women Clothing,Cresta,1201.38,1425.29,4.3
P00510,Luma Children Q900,Books,Children,Luma,₹579.57,1124.37,3.8
P00511,Echo Headphones R298,Electronics,Headphones,Echo,11987.05,22605.44,3.5
P00512,MintLeaf Smartphones S572,Electronics,Smartphones,MintLeaf,8533.00,11786.05,4.4
P00513,Nexa Accessories T765,Electronics,Accessories ,Nexa,7257.33,10697.38,4.2
P00514,Kairo Children U227,Books,Children,Kairo,695.91,1102.38,3.9
P00515,Aster Watches V467,Fashion,Watches,Aster,1045.50,1815.39,4.9
P00516,PrimeNest Cookware W55,Home & Kitchen,Cookware,,0,3823.79,3.8
P00517,Cresta Storage X109,Home & Kitchen,Storage,CRESTA,1745.38,2424.60,3.8
P00518,Aster Watches Y521,Fashion,Watches,Aster,1822.27,3650.48,3.4
P00519,BlueArc Bags Z628,Fashion,Bags,BlueArc,805.29,1166.03,4.6
P00520,PrimeNest Hair Care A800,Beauty,Hair Care,PrimeNest,709.12,1243.87,4.0
P00521,Vistara Smart Watches B305,Electronics,Smart Watches,Vistara,0,10219.48,4.3
P00522,Luma Home Decor C670,Home & Kitchen,Home Decor,Luma,3435.95,5431.09,0
P00523,BlueArc Home Decor D840,Home & Kitchen,Home Decor,BlueArc,674.43,804.28,4.9
P00524,Kairo Non-Fiction E590,Books,Non-Fiction,Kairo,490.31,"1,014.02",4.5 
P00525,Vistara Headphones F588,Electronics,Headphones,Vistara,2558.57,,3.7
P00526,Mira Cookware G472,Home and Kitchen,Cookware,Mira,3122.39,5208.96,3.6
P00527,Vistara Headphones H215,Electronics,Headphones,Vistara,11685.64,16292.29,3.2
P00528,Solace Footwear I680,Fashion,Footwear,Solace,1846.43,3054.73,4.5
P00529,Solace Skin Care J370,Beauty,Skin Care,Solace,646.50,816.20,4.4
P00530,Rivon Watches K326,Fashion,Watches,Rivon,1056.83,2186.33,4.1
P00531,BlueArc Non-Fiction L530,Books,Non-Fiction,BlueArc,420.01,690.60,3.5
P00532,Luma Cooling M908,Appliances,Cooling,Luma,7012.54,8421.81,3.9
P00533,Rivon Children N265,Books,Children,Rivon,408.39,661.50,3.5
P00534,Solace Sportswear O637,Sports & Fitness,Sportswear,Solace,468.74,719.79,3.8
P00535,Aster Small Appliances P467,Appliances,Small Appliances,Aster,3743.33,4602.51,4.0
P00536,Vistara Fragrance Q564,Beauty,Fragrance,Vistara,763.27,1067.14,4.4
P00537,Vistara Skin Care R729,Beauty,Skin Care,Vistara,854.94,1586.64,4.2
P00538,Rivon Women Clothing S841,Fashion,Women Clothing,Rivon,0,2065.03,3.7
P00539,BlueArc Fitness Equipment T909,Sports & Fitness,Fitness Equipment,BlueArc,1330.02,2121.37,4.3
P00540,Zenix Personal Care U190,Beauty,Personal Care,Zenix,694.08,946.09,4.6
P00541,Aster Fragrance V515,Beauty,Fragrance,Aster,788.49,1390.98,3.8
P00542,MintLeaf Outdoor W650,Sports & Fitness,Outdoor,MintLeaf,768.17,1596.16,3.6
P00543,Vertex Smart Watches X318,Electronics,Smart Watches,Vertex,7271.51,13227.87,3.7
P00544,BlueArc Men Clothing Y209,Appliance,MenClothing,BlueArc,655.37,851.98,3.1
P00545,Kairo Personal Care Z152,Beauty,Personal Care,Kairo,438.22,724.51,3.7
P00546,Mira Headphones A906,Electronics,Headphones,Mira,11961.91,18570.77,4.3
P00547,Zenova Furniture B554,Home & Kitchen,Furniture,Zenova,1378.91,1690.03,3.9
P00548,Vertex Accessories C392,Electronics,Accessories,Vertex,10013.88,13470.65,4.1
P00549,PrimeNest Men Clothing D242,Fashion,Men Clothing,PrimeNest,1069.78,1944.52,5.0
P00550,Cresta Kitchen Appliances E30,Appliances,Kitchen Appliances,Cresta,5669.02,10198.64,4.6
P00551,UrbanPeak Headphones F778,Electronics,Headphones,UrbanPeak,5143.96,7201.91,3.3
P00552,Rivon Non-Fiction G702,Books,Non-Fiction,Rivon,349.80,443.37,3.8
P00553,Echo Watches H857,Fashion,Watches,Echo,,2407.63,4.2
P00554,MintLeaf Snacks I206,Grocery,Snacks,MintLeaf,413.16,643.27,N/A
P00555,Kairo Headphones J177,Electronics,Headphones,Kairo,13323.42,20828.41,4.9
P00556,PrimeNest Staples K842,Grocery,staples,PrimeNest,193.93,257.52,3.7
P00557,Zenova Snacks L617,Grocery,Snacks,Zenova,145.77,289.97,4.6
P00558,Cresta Business M222,Books,Business,Cresta,720.67,1283.77,4.4
P00559,UrbanPeak Smartphones N909,Electronics,Smartphones,UrbanPeak,8413.40,12926.23,3.5
P00560,PrimeNest Furniture O85,Home & Kitchen,Furniture,PRIMENEST,3789.02,7701.19,4.3
P00561,Nexa Yoga P353,Sports & Fitness,Yoga,Nexa,1191.18,797.18,3.3
P00562,PrimeNest Men Clothing Q342,Fashion,Men Clothing,PrimeNest,1459.45,2401.10,4.3
P00563,UrbanPeak Kitchen Appliances R366,Appliances,Kitchen Appliances,UrbanPeak ,2415.19,4610.73,4.4
P00564,Luma Cookware S446,Home & Kitchen,Cookware,Luma,1107.33,N/A,3.8
P00565,PrimeNest Skin Care T48,Beauty,,PrimeNest,817.71,1130.85,3.6
P00566,Vistara Home Appliances U337,Appliances,Home Appliances,Vistara,5851.56,,4.1
P00567,Altura Accessories V134,Electronics,Accessories,Altura,13981.93,17331.87,4.1
P00568,UrbanPeak Accessories W509,Electronics,Accessories,UrbanPeak,9299.10,13637.41,4.8
P00569,BlueArc Smart Watches X163,Electronics,Smart Watches,BlueArc,7475.57,11183.87,3.7
P00570,BlueArc Home Decor Y593,Home & Kitchen,Home Decor,BlueArc,2254.88,3512.36,3.4
P00571,PrimeNest Staples Z659,Grocery,Staples,PrimeNest,293.95,522.53,3.6
P00572,UrbanPeak Laptops A457,Electronics,Laptops,UrbanPeak,9894.61,15148.39,4.6
P00573,Echo Men Clothing B528,Fashion,Men Clothing,Echo,1020.44,1506.92,4.2
P00574,Mira Furniture C696,Home & Kitchen,Furniture,Mira,1742.59,2253.84,4.0
P00575,Echo Home Decor D573,Home & Kitchen,home decor,Echo,2348.97,4554.08,4.4
P00576,Zenova Smart Watches E998,Electronics,Smart Watches,Zenova,5989.01,12535.16,3.4
P00577,Mira Sportswear F199,Sports & Fitness,Sportswear ,Mira,5041.27,9252.07,4.3
P00578,Rivon Smart Watches G721,Electronics,Smart Watches,RIVON,3322.20,6180.13,0
P00579,Cresta Footwear H762,Fashion,Footwear,Cresta,668.85,843.75,3.4
P00580,Cresta Home Appliances I590,Appliances,Home Appliances,Cresta,3569.72,4989.10,3.5
P00581,Rivon Furniture J663,Home & Kitchen,Furniture,Rivon,3834.03,6982.02,4.7
P00582,PrimeNest Laptops K115,Electronics,laptops,PrimeNest,6168.04,"10,163.96",4.5
P00583,Orbito Snacks L27,Grocery,SNACKS,Orbito,325.64,545.35,4.1
P00584,Echo Cookware M315,Home & Kitchen,Cookware,Echo,687.72,1060.52,4.2
P00585,Altura Smart Watches N705,Electronics,,Altura,22813.91,33407.41,3.5
P00586,Solace Smart Watches O754,Electronics,Smart Watches,Solace,7807.31,13593.17,five
P00587,Zenix Snacks P820,Grocery,Snacks,Zenix,262.72,343.91,3.3
P00588,Vistara Home Decor Q324,Home & Kitchen,Home Decor,Vistara,,1830.03,4.2
P00589,Rivon Non-Fiction R368,Books,Non-Fiction,Rivon,309.09,486.89,five
P00590,Mira Furniture S456,Home and Kitchen,Furniture,Mira,3262.10,4984.96,3.1
P00591,Altura Personal Care T75,Beauty,Personal Care,Altura,213.61,417.47,N/A
P00592,Luma Non-Fiction U96,Books,Non-Fiction,Luma,554.03,875.15,3.1
P00593,Nova Men Clothing V843,Fashion,Men Clothing,Nova,997.26,2082.49,2.8
P00594,Solace Furniture W927,Home & Kitchen,Furniture,Solace,1815.25,3174.96,3.8
P00595,Zenix Personal Care X556,Beauty,Personal Care,Zenix,241.14,286.02,3.8
P00596,Kairo Children Y157,Books,Children,Kairo,944.93,1244.07,3.3
P00597,UrbanPeak Cookware Z25,Home & Kitchen,Cookware,UrbanPeak,3759.52,,4.2
P00598,Luma Small Appliances A94,Appliances,Small Appliances,Luma,4766.24,9015.56,3.7
P00599,Vistara Men Clothing B988,Fashion,Men Clothing,Vistara,1423.90,1772.50,4.4
P00600,Aster-Accessories-C820,Electronics,Accessories,Aster,16086.39,21121.26,4.6
P00601,PrimeNest Skin Care D111,Beauty,Skin Care,PrimeNest,N/A,1568.91,4.5
P00602,Rivon Home Decor E245,Home & Kitchen,Home Decor,Rivon,1965.80,3599.42,3.9
P00603,Aster Small Appliances F200,Appliances,Small Appliances,Aster,3934.08,5123.62,3.5
P00604,Rivon Yoga G767,Sports & Fitness,Yoga,Rivon,1284.60,2087.95,4.1
P00605,MintLeaf Bedding H496,Home & Kitchen,Bedding,MintLeaf,2322.93,3720.78,4.2
P00606,Zenix Bags I913,Fashion,Bags,Zenix,944.95,1597.56,4.6
P00607,MintLeaf Packaged Food J651,Grocery,Packaged Food,MintLeaf,447.36,546.92,3.8
P00608,MintLeaf Cookware K744,Home & Kitchen,Cookware,MintLeaf,1984.67,4028.84,3.8
P00609,Mira Cookware L764,Home & Kitchen,Cookware,Mira,2117.00,2620.57,3.6
P00610,Zenova Hair Care M390,Beauty,Hair Care,Zenova,614.32,1135.41,3.2
